Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Unnamed: 6,Student Name
6,46,No,6,2,33,,Rehan Siddiqui
4,61,No,7,7,47,,Harleen Kaur
3,49,Yes,8,0,32,,Manvir Sandhu
3,62,Yes,5,3,39,,Jasleen Bajwa
6,54,No,4,4,41,,Vivaan Mehta
8,69,Yes,4,5,61,,Navneet Dhillon
7,73,No,5,4,63,,Imran Qureshi
1,52,Yes,8,4,27,,Hina Parveen
6,99,Yes,9,4,88,,Isha Saxena
7,43,Yes,6,8,35,,Simran Kaur
7,57,Yes,9,9,48,,Kirandeep Grewal
9,95,Yes,5,9,95,,Faizan Ahmad
5,62,Yes,6,2,48,,Ananya Joshi
1,72,Yes,8,1,45,,Krish Choudhary
2,73,Yes,7,9,49,,Riya Sharma
4,73,No,7,1,57,,Imran Qureshi
5,75,No,9,7,61,,Meher Jahan
9,74,Yes,8,4,75,,Harleen Kaur
1,56,Yes,6,4,26,,Harnoor Brar
3,67,Yes,9,5,47,,John DSouza
5,53,No,5,8,37,,Jasleen Bajwa
3,73,Yes,9,6,55,,Faizan Ahmad
4,87,Yes,8,4,73,,Jacob Mathew
3,50,No,8,4,30,,Kirandeep Grewal
4,96,No,7,9,80,,Ananya Joshi
1,52,No,5,8,24,,Zayan Ali
8,72,Yes,7,8,66,,Rachel Pinto
4,96,No,6,1,77,,Grace DCosta
7,94,Yes,6,6,86,,Lakshya Verma
2,41,No,4,9,13,,Ayaan Khan
2,73,Yes,8,0,52,,Ethan Paul
6,92,Yes,5,3,80,,Rehan Siddiqui
2,68,Yes,5,1,44,,Simran Kaur
6,76,No,7,9,68,,Ishaan Tripathi
2,43,Yes,9,8,23,,Vivaan Mehta
4,51,Yes,9,5,36,,Arjun Singh
7,65,Yes,7,3,58,,Harsimran Gill
8,97,No,9,2,91,,Zoya Khan
3,67,Yes,5,3,48,,Navneet Dhillon
9,42,Yes,7,1,40,,Khushi Rathi
2,59,Yes,9,4,33,,Krish Choudhary
8,49,Yes,4,8,46,,Sana Qureshi
8,91,No,8,5,87,,Ayesha Fatima
4,57,Yes,4,1,39,,Gurpreet Bedi
1,92,No,9,5,70,,Aaron Fernandes
1,92,No,6,8,67,,Riya Sharma
2,92,Yes,5,3,68,,Aarav Sharma
9,66,No,4,0,61,,Eliza Francis
2,70,No,4,1,51,,Manvir Sandhu
2,66,No,7,4,43,,Isha Saxena
6,81,Yes,7,9,70,,Saanvi Patel
7,40,No,7,6,34,,Sarah Joseph
7,45,No,9,7,33,,Hina Parveen
9,50,Yes,6,2,46,,Hannah Daniel
6,73,Yes,4,8,60,,Nathan Gomes
8,78,No,8,1,73,,Aaron Fernandes
6,59,No,7,3,47,,Vivaan Mehta
2,92,No,6,3,67,,Hannah Daniel
1,60,Yes,9,5,37,,Ayaan Khan
5,60,No,6,9,44,,Rehan Siddiqui
9,57,Yes,7,5,55,,Manvir Sandhu
8,60,No,5,2,52,,Rachel Pinto
4,58,No,4,8,42,,John DSouza
5,43,Yes,7,4,28,,Gurpreet Bedi
5,52,No,8,1,31,,Simran Kaur
6,57,Yes,4,5,42,,Krish Choudhary
3,91,No,6,2,71,,Ethan Paul
5,68,Yes,8,7,54,,Faizan Ahmad
2,64,Yes,4,2,42,,Jasleen Bajwa
1,95,No,8,4,68,,Meher Jahan
1,52,Yes,6,3,27,,Ananya Joshi
7,66,No,7,3,59,,Saanvi Patel
2,99,Yes,8,1,77,,Sarah Joseph
4,58,Yes,7,7,43,,Harsimran Gill
5,88,Yes,6,2,73,,Navneet Dhillon
7,40,No,6,3,31,,Khushi Rathi
2,77,Yes,8,5,55,,Eliza Francis
6,58,Yes,8,8,49,,Sana Qureshi
1,91,Yes,6,3,65,,Aarav Sharma
7,40,No,8,2,30,,Ayesha Fatima
9,79,No,8,4,75,,Imran Qureshi
5,56,Yes,8,8,43,,Harleen Kaur
5,60,Yes,9,0,49,,Arjun Singh
4,61,No,8,4,44,,Isha Saxena
3,54,Yes,4,3,35,,Ishaan Tripathi
9,89,Yes,6,4,88,,Harnoor Brar
5,78,Yes,6,6,65,,Nathan Gomes
8,87,Yes,5,6,82,,Lakshya Verma
9,78,Yes,7,6,76,,Zoya Khan
5,71,Yes,5,0,54,,Zayan Ali
9,88,No,8,8,90,,Kirandeep Grewal
2,43,Yes,8,6,23,,Grace DCosta
9,83,Yes,4,3,79,,Jacob Mathew
4,84,No,4,3,65,,Riya Sharma
6,71,No,4,1,59,,Hina Parveen
6,43,No,4,5,28,,Vivaan Mehta
6,92,No,4,9,79,,Manvir Sandhu
2,40,Yes,4,2,11,,John DSouza
7,72,No,4,0,61,,Nathan Gomes
6,46,Yes,4,4,36,,Zayan Ali
1,48,No,9,5,22,,Lakshya Verma
2,40,No,4,4,20,,Saanvi Patel
7,55,No,6,4,45,,Riya Sharma
1,57,Yes,4,9,32,,Ananya Joshi
1,93,No,7,7,68,,Harnoor Brar
1,86,No,4,9,55,,Rehan Siddiqui
8,45,No,9,0,38,,Aaron Fernandes
4,41,Yes,8,7,23,,Gurpreet Bedi
4,48,Yes,9,6,33,,Jacob Mathew
2,43,No,9,0,22,,Ishaan Tripathi
1,84,Yes,8,8,60,,Harleen Kaur
9,62,No,4,3,58,,Jasleen Bajwa
7,93,Yes,4,6,84,,Zoya Khan
4,82,No,8,2,67,,Eliza Francis
6,84,Yes,7,7,79,,Faizan Ahmad
2,82,No,5,3,61,,Khushi Rathi
7,90,Yes,6,1,80,,Krish Choudhary
2,47,Yes,8,1,27,,Ethan Paul
8,78,No,4,7,72,,Harsimran Gill
8,64,No,6,7,61,,Simran Kaur
1,55,Yes,4,0,25,,Sarah Joseph
8,74,No,5,5,67,,Ayesha Fatima
2,56,No,5,8,33,,Grace DCosta
6,57,No,8,8,46,,Aarav Sharma
1,99,No,6,1,73,,Arjun Singh
5,66,Yes,9,7,54,,Sana Qureshi
7,54,No,6,7,44,,Isha Saxena
1,99,Yes,9,3,74,,Navneet Dhillon
2,56,Yes,5,3,31,,Rachel Pinto
7,82,No,4,4,73,,Kirandeep Grewal
6,44,No,9,9,34,,Hina Parveen
3,55,Yes,9,6,36,,Ayaan Khan
2,54,No,8,0,27,,Hannah Daniel
4,81,No,7,8,66,,Imran Qureshi
3,85,Yes,5,2,66,,Meher Jahan
7,73,Yes,9,3,64,,Hina Parveen
8,87,Yes,5,6,82,,Harleen Kaur
2,58,No,8,4,34,,Navneet Dhillon
7,47,No,4,4,38,,Grace DCosta
8,86,Yes,6,0,79,,Ishaan Tripathi
6,49,Yes,5,1,35,,Jasleen Bajwa
6,44,No,8,4,33,,Gurpreet Bedi
1,91,No,8,1,65,,Riya Sharma
4,87,No,8,0,69,,Meher Jahan
1,92,Yes,6,9,66,,Nathan Gomes
4,65,No,5,2,45,,Hannah Daniel
2,61,No,9,0,37,,Rehan Siddiqui
5,83,Yes,8,9,71,,Ethan Paul
9,62,No,6,7,59,,Zoya Khan
3,52,Yes,4,7,32,,Isha Saxena
8,48,No,7,7,40,,Manvir Sandhu
3,88,Yes,5,6,73,,Ananya Joshi
6,59,Yes,6,6,48,,Simran Kaur
4,67,Yes,7,1,52,,Khushi Rathi
8,83,No,7,8,79,,Arjun Singh
6,96,No,6,6,85,,Jacob Mathew
8,76,No,9,4,72,,Lakshya Verma
1,63,No,9,3,39,,Sarah Joseph
6,83,Yes,6,7,72,,Saanvi Patel
1,72,No,6,4,51,,Vivaan Mehta
1,59,No,8,5,36,,Imran Qureshi
8,99,Yes,4,3,89,,Faizan Ahmad
7,87,Yes,9,1,82,,Zayan Ali
3,69,Yes,8,6,51,,Eliza Francis
6,83,Yes,7,1,75,,Ayesha Fatima
9,48,No,7,6,44,,Krish Choudhary
7,84,Yes,7,6,72,,Kirandeep Grewal
3,88,No,6,0,66,,Harsimran Gill
6,56,No,5,9,41,,Harnoor Brar
4,75,Yes,8,9,59,,Sana Qureshi
3,53,Yes,5,2,31,,Aaron Fernandes
9,58,Yes,4,2,54,,Rachel Pinto
2,46,Yes,4,5,23,,Aarav Sharma
1,98,Yes,8,2,75,,Ayaan Khan
2,42,No,7,8,21,,John DSouza
7,72,Yes,9,4,69,,Saanvi Patel
1,83,No,4,5,56,,Ayesha Fatima
6,71,Yes,5,5,60,,Aaron Fernandes
7,86,No,5,7,79,,Meher Jahan
9,50,No,9,9,47,,Jacob Mathew
8,81,No,6,2,72,,Zoya Khan
6,41,Yes,7,8,31,,Sarah Joseph
3,65,Yes,6,6,45,,Simran Kaur
8,43,Yes,8,5,40,,Zayan Ali
7,56,No,4,0,46,,Faizan Ahmad
3,56,No,9,3,38,,Rehan Siddiqui
9,67,Yes,9,4,64,,Isha Saxena
2,69,Yes,9,1,46,,Eliza Francis
3,79,No,6,0,58,,Jasleen Bajwa
2,62,No,6,1,37,,Navneet Dhillon
1,85,Yes,8,7,62,,Nathan Gomes
4,63,Yes,5,9,49,,Harnoor Brar
5,68,Yes,5,5,53,,Lakshya Verma
6,43,No,8,9,30,,Gurpreet Bedi
5,77,No,9,1,59,,Manvir Sandhu
1,68,Yes,5,8,40,,Krish Choudhary
3,58,Yes,8,7,37,,Ethan Paul
1,66,Yes,5,3,41,,Kirandeep Grewal
5,68,Yes,8,9,56,,Arjun Singh
5,95,Yes,5,6,81,,Ishaan Tripathi
6,75,No,9,2,66,,Harleen Kaur
8,74,Yes,6,5,71,,Khushi Rathi
1,91,No,6,2,64,,Imran Qureshi
4,45,No,9,9,31,,Harsimran Gill
1,98,No,5,2,72,,Vivaan Mehta
9,62,No,9,8,57,,Ananya Joshi
7,78,No,8,5,67,,John DSouza
7,85,No,6,7,76,,Riya Sharma
5,83,No,4,3,68,,Aarav Sharma
7,87,No,5,3,78,,Grace DCosta
2,91,Yes,4,7,68,,Sana Qureshi
4,47,Yes,4,6,25,,Hina Parveen
7,94,Yes,7,4,86,,Ayaan Khan
3,41,Yes,4,1,15,,Hannah Daniel
2,52,Yes,4,5,28,,Rachel Pinto
2,79,No,9,0,58,,Hannah Daniel
1,96,No,7,6,72,,Ayesha Fatima
5,60,No,7,8,45,,Khushi Rathi
6,70,No,7,4,59,,Hina Parveen
6,91,No,8,4,78,,Krish Choudhary
9,87,Yes,7,6,84,,Arjun Singh
4,75,Yes,9,4,56,,Lakshya Verma
1,87,No,8,9,62,,Meher Jahan
6,91,Yes,5,3,78,,Zayan Ali
5,77,Yes,8,0,62,,Grace DCosta
6,66,Yes,5,5,54,,Jasleen Bajwa
3,75,Yes,7,8,57,,Zoya Khan
2,87,Yes,7,3,61,,Harnoor Brar
6,62,No,5,9,49,,Harsimran Gill
1,94,Yes,6,3,71,,Sarah Joseph
7,60,Yes,9,4,55,,Eliza Francis
7,52,No,8,5,44,,Kirandeep Grewal
7,76,No,9,2,68,,Saanvi Patel
1,86,No,9,8,60,,Gurpreet Bedi
4,65,No,4,0,45,,Aaron Fernandes
7,79,No,7,5,72,,Isha Saxena
9,46,No,8,5,41,,John DSouza
5,85,No,9,7,73,,Ayaan Khan
2,78,No,8,4,57,,Navneet Dhillon
7,61,Yes,9,8,55,,Riya Sharma
1,78,No,7,8,53,,Nathan Gomes
7,62,No,9,1,53,,Manvir Sandhu
6,97,Yes,5,4,87,,Ishaan Tripathi
7,69,No,7,6,61,,Ethan Paul
3,57,No,8,1,38,,Vivaan Mehta
3,81,No,6,6,60,,Faizan Ahmad
7,57,No,9,8,49,,Ananya Joshi
2,85,Yes,5,7,64,,Rehan Siddiqui
1,49,Yes,7,9,23,,Harleen Kaur
9,78,No,4,8,72,,Imran Qureshi
9,69,Yes,7,3,71,,Rachel Pinto
7,65,Yes,8,7,59,,Jacob Mathew
7,46,Yes,8,8,38,,Sana Qureshi
3,46,Yes,4,9,24,,Simran Kaur
2,44,Yes,5,1,18,,Aarav Sharma
7,40,Yes,8,9,33,,Krish Choudhary
9,85,No,5,2,81,,Harsimran Gill
1,57,No,5,0,30,,John DSouza
4,52,Yes,7,0,32,,Hannah Daniel
6,64,Yes,5,9,50,,Vivaan Mehta
7,79,Yes,9,5,73,,Manvir Sandhu
7,47,No,8,0,38,,Navneet Dhillon
2,49,No,8,4,28,,Rachel Pinto
4,71,No,6,5,57,,Khushi Rathi
5,56,No,5,8,41,,Meher Jahan
1,77,No,6,5,52,,Sana Qureshi
1,54,No,7,3,26,,Lakshya Verma
3,54,Yes,6,0,28,,Grace DCosta
3,96,No,5,5,74,,Saanvi Patel
8,87,No,8,6,81,,Aarav Sharma
9,79,No,7,4,81,,Imran Qureshi
1,90,Yes,5,5,61,,Arjun Singh
2,59,No,7,9,38,,Ananya Joshi
2,54,Yes,4,7,29,,Simran Kaur
4,74,Yes,5,0,57,,Sarah Joseph
2,45,No,4,7,21,,Harnoor Brar
7,69,No,6,1,57,,Faizan Ahmad
9,96,No,5,1,94,,Riya Sharma
7,47,Yes,4,7,39,,Jasleen Bajwa
6,70,No,9,1,59,,Nathan Gomes
1,87,Yes,8,7,64,,Zayan Ali
9,86,Yes,6,4,83,,Gurpreet Bedi
5,71,No,5,8,53,,Ethan Paul
5,84,No,5,8,70,,Rehan Siddiqui
6,97,No,8,7,92,,Eliza Francis
9,91,Yes,8,8,92,,Ayaan Khan
8,54,No,4,6,47,,Kirandeep Grewal
8,57,Yes,4,7,51,,Isha Saxena
8,52,No,4,5,45,,Harleen Kaur
1,63,Yes,7,8,34,,Zoya Khan
1,79,No,6,1,50,,Hina Parveen
8,53,No,5,2,45,,Ayesha Fatima
5,67,Yes,6,1,54,,Jacob Mathew
9,50,Yes,8,5,52,,Aaron Fernandes
2,45,No,9,2,20,,Ishaan Tripathi
9,95,Yes,6,0,93,,Manvir Sandhu
8,64,Yes,6,3,53,,Ananya Joshi
9,40,Yes,4,4,35,,Saanvi Patel
4,64,Yes,8,3,48,,Zoya Khan
1,41,No,6,5,18,,Sarah Joseph
1,71,Yes,5,2,43,,John DSouza
5,52,No,4,9,36,,Khushi Rathi
2,72,No,6,5,51,,Ishaan Tripathi
8,71,No,8,9,65,,Hannah Daniel
5,95,Yes,9,0,81,,Harsimran Gill
5,63,No,5,5,45,,Imran Qureshi
2,66,No,9,7,46,,Navneet Dhillon
7,43,No,8,9,32,,Sana Qureshi
8,63,No,8,7,60,,Arjun Singh
1,62,No,8,0,33,,Eliza Francis
2,68,Yes,9,6,45,,Isha Saxena
4,73,No,7,9,54,,Simran Kaur
5,60,Yes,5,9,46,,Ayesha Fatima
2,69,No,8,3,49,,Zayan Ali
1,65,No,7,5,38,,Ethan Paul
9,59,Yes,4,5,53,,Jacob Mathew
1,55,Yes,7,4,30,,Hina Parveen
4,42,No,4,9,24,,Vivaan Mehta
2,88,No,9,8,69,,Jasleen Bajwa
4,76,No,7,9,57,,Harnoor Brar
8,97,No,9,7,94,,Rachel Pinto
8,79,No,8,5,77,,Gurpreet Bedi
9,83,Yes,7,3,79,,Riya Sharma
5,64,No,7,3,50,,Krish Choudhary
7,62,No,8,8,52,,Rehan Siddiqui
3,83,Yes,4,3,64,,Meher Jahan
4,98,Yes,8,6,86,,Faizan Ahmad
9,40,No,5,5,33,,Grace DCosta
1,72,Yes,7,1,47,,Aarav Sharma
2,54,Yes,5,4,31,,Ayaan Khan
5,56,Yes,8,2,42,,Harleen Kaur
3,73,No,9,8,54,,Nathan Gomes
2,56,No,8,9,33,,Kirandeep Grewal
1,91,No,6,0,61,,Aaron Fernandes
3,97,Yes,5,9,78,,Lakshya Verma
1,80,No,6,3,55,,Sana Qureshi
1,83,No,5,3,59,,Ishaan Tripathi
1,43,Yes,9,8,20,,Eliza Francis
8,52,No,6,0,43,,Nathan Gomes
3,43,Yes,6,1,19,,Jacob Mathew
1,46,Yes,5,0,17,,Saanvi Patel
7,85,Yes,8,0,73,,Ayaan Khan
3,98,Yes,4,0,72,,Jasleen Bajwa
8,48,No,8,2,39,,Isha Saxena
4,62,No,4,3,44,,John DSouza
4,72,No,5,9,52,,Harnoor Brar
5,72,Yes,7,1,58,,Khushi Rathi
6,59,No,8,0,45,,Lakshya Verma
7,43,No,6,4,36,,Navneet Dhillon
4,40,Yes,8,5,22,,Imran Qureshi
8,93,Yes,5,1,86,,Faizan Ahmad
6,81,No,7,2,68,,Harleen Kaur
1,73,Yes,7,9,47,,Arjun Singh
1,66,No,8,2,40,,Harsimran Gill
9,60,Yes,8,1,58,,Aarav Sharma
6,63,Yes,9,3,53,,Kirandeep Grewal
8,54,No,8,4,46,,Hina Parveen
7,74,Yes,5,7,66,,Krish Choudhary
6,64,Yes,4,5,49,,Gurpreet Bedi
4,94,Yes,9,8,77,,Sarah Joseph
7,48,No,4,2,36,,Aaron Fernandes
9,56,No,6,9,55,,Grace DCosta
7,60,No,5,8,49,,Rehan Siddiqui
1,99,Yes,9,3,76,,Ethan Paul
9,52,Yes,7,7,45,,Ananya Joshi
4,42,Yes,9,9,28,,Rachel Pinto
3,43,Yes,6,6,25,,Zoya Khan
4,43,No,7,6,27,,Vivaan Mehta
4,82,No,9,8,67,,Simran Kaur
2,67,Yes,7,9,44,,Meher Jahan
1,46,No,8,1,18,,Zayan Ali
1,65,No,7,4,37,,Hannah Daniel
8,50,No,9,2,43,,Riya Sharma
2,63,Yes,7,6,43,,Ayesha Fatima
5,82,No,5,2,66,,Manvir Sandhu
4,49,No,8,4,34,,Imran Qureshi
8,76,No,8,4,77,,Zayan Ali
2,52,No,6,1,31,,Gurpreet Bedi
9,83,No,8,0,80,,Khushi Rathi
7,81,Yes,4,5,71,,Ayesha Fatima
7,78,No,5,0,69,,John DSouza
1,58,No,6,8,34,,Isha Saxena
2,90,Yes,4,9,69,,Sana Qureshi
4,58,No,7,4,44,,Meher Jahan
4,51,Yes,4,0,30,,Kirandeep Grewal
3,91,Yes,6,7,73,,Hannah Daniel
7,61,Yes,8,0,52,,Hina Parveen
8,86,Yes,5,3,81,,Vivaan Mehta
2,76,No,6,6,52,,Rachel Pinto
4,95,No,4,3,77,,Ishaan Tripathi
3,69,Yes,4,4,44,,Harsimran Gill
2,85,No,6,6,62,,Lakshya Verma
6,51,Yes,9,3,44,,Eliza Francis
4,68,No,9,4,51,,Aarav Sharma
6,60,No,6,6,48,,Ethan Paul
2,50,Yes,9,0,30,,Harnoor Brar
4,99,No,6,2,82,,Nathan Gomes
6,76,Yes,8,0,61,,Saanvi Patel
5,87,No,6,2,72,,Sarah Joseph
3,97,No,7,1,78,,Zoya Khan
8,57,No,5,4,53,,Ayaan Khan
7,83,Yes,5,9,78,,Faizan Ahmad
3,98,Yes,7,4,79,,Harleen Kaur
6,66,Yes,4,9,56,,Aaron Fernandes
4,76,No,4,8,58,,Rehan Siddiqui
5,87,Yes,4,7,72,,Jacob Mathew
5,51,Yes,4,2,37,,Krish Choudhary
7,62,Yes,8,0,56,,Navneet Dhillon
5,73,No,7,4,59,,Manvir Sandhu
3,77,No,5,2,54,,Jasleen Bajwa
5,62,No,7,4,47,,Riya Sharma
7,92,No,5,8,84,,Simran Kaur
5,64,Yes,4,0,50,,Ananya Joshi
5,43,No,8,0,27,,Grace DCosta
9,69,Yes,6,8,67,,Arjun Singh
3,69,No,6,2,48,,Imran Qureshi
6,52,Yes,9,9,42,,Eliza Francis
1,81,Yes,4,4,55,,Ayaan Khan
5,88,No,4,8,73,,Jasleen Bajwa
8,53,Yes,7,4,46,,Rachel Pinto
5,95,Yes,8,2,81,,Riya Sharma
9,86,Yes,8,8,82,,Ethan Paul
6,47,Yes,7,6,35,,John DSouza
8,94,No,8,6,92,,Jacob Mathew
8,63,No,8,7,59,,Harleen Kaur
3,57,Yes,6,4,35,,Zoya Khan
7,74,No,8,1,65,,Aarav Sharma
7,64,Yes,4,8,53,,Zayan Ali
6,56,Yes,6,2,45,,Ayesha Fatima
7,71,No,4,1,61,,Ananya Joshi
2,95,Yes,4,9,74,,Ishaan Tripathi
9,63,No,7,9,60,,Simran Kaur
1,46,Yes,9,4,23,,Grace DCosta
1,52,No,8,7,25,,Lakshya Verma
3,66,No,8,2,45,,Aaron Fernandes
3,87,Yes,8,5,68,,Nathan Gomes
1,44,No,8,8,21,,Manvir Sandhu
7,75,Yes,6,1,65,,Hina Parveen
4,65,No,5,7,45,,Arjun Singh
2,81,Yes,4,9,58,,Harnoor Brar
5,84,No,9,6,76,,Rehan Siddiqui
6,70,No,9,2,57,,Navneet Dhillon
9,49,No,5,0,46,,Sana Qureshi
4,85,Yes,5,5,68,,Saanvi Patel
2,65,No,5,1,40,,Kirandeep Grewal
5,61,Yes,6,2,45,,Gurpreet Bedi
3,51,No,5,4,31,,Vivaan Mehta
2,71,No,6,7,50,,Meher Jahan
1,66,Yes,7,1,43,,Harsimran Gill
2,72,No,7,5,50,,Khushi Rathi
6,92,Yes,9,0,80,,Krish Choudhary
8,91,Yes,7,6,90,,Isha Saxena
3,59,Yes,6,3,38,,Faizan Ahmad
9,78,Yes,6,0,73,,Hannah Daniel
9,80,Yes,4,8,78,,Sarah Joseph
2,79,No,5,8,54,,Grace DCosta
8,98,Yes,8,2,92,,Harnoor Brar
5,52,No,8,5,39,,Ishaan Tripathi
4,53,Yes,5,6,41,,Simran Kaur
5,83,Yes,8,3,71,,Eliza Francis
4,79,No,8,5,65,,Kirandeep Grewal
8,92,No,8,8,87,,Lakshya Verma
4,61,Yes,9,9,47,,Krish Choudhary
6,57,Yes,6,5,42,,Jacob Mathew
2,87,No,6,6,62,,John DSouza
5,68,No,6,5,54,,Ayaan Khan
6,82,Yes,5,6,71,,Isha Saxena
5,55,Yes,7,0,42,,Aarav Sharma
2,85,Yes,9,5,64,,Sana Qureshi
7,74,No,9,8,70,,Harsimran Gill
4,92,Yes,8,2,77,,Khushi Rathi
8,73,No,4,5,62,,Faizan Ahmad
7,42,No,6,3,28,,Hina Parveen
7,43,Yes,9,6,36,,Riya Sharma
9,93,Yes,9,6,92,,Zayan Ali
1,44,No,4,8,18,,Rehan Siddiqui
6,49,Yes,8,3,37,,Vivaan Mehta
6,91,Yes,9,7,81,,Ananya Joshi
6,68,No,9,7,57,,Manvir Sandhu
6,71,Yes,7,7,61,,Imran Qureshi
7,70,No,4,7,62,,Saanvi Patel
6,41,No,8,5,27,,Meher Jahan
1,51,Yes,8,7,26,,Zoya Khan
3,66,No,6,5,48,,Hannah Daniel
2,44,No,7,9,18,,Gurpreet Bedi
6,76,Yes,8,1,66,,Jasleen Bajwa
8,66,No,7,2,59,,Harleen Kaur
3,62,Yes,6,5,41,,Sarah Joseph
8,72,No,4,6,64,,Ethan Paul
8,43,No,9,3,40,,Aaron Fernandes
5,98,No,9,0,84,,Rachel Pinto
8,60,No,5,3,51,,Nathan Gomes
6,63,No,5,5,49,,Ayesha Fatima
5,83,No,5,7,67,,Navneet Dhillon
9,70,No,9,3,70,,Arjun Singh
7,83,Yes,7,9,75,,John DSouza
8,87,No,5,0,80,,Harsimran Gill
1,63,Yes,4,4,35,,Ananya Joshi
2,88,No,8,6,65,,Saanvi Patel
8,92,No,7,5,86,,Rachel Pinto
9,49,Yes,9,2,45,,Gurpreet Bedi
4,88,Yes,4,6,69,,Riya Sharma
9,88,Yes,9,3,86,,Vivaan Mehta
4,89,No,7,4,75,,Ethan Paul
9,41,Yes,7,6,39,,Jasleen Bajwa
7,70,No,7,1,59,,Ayaan Khan
2,64,No,6,3,42,,Aaron Fernandes
9,43,Yes,8,3,42,,Kirandeep Grewal
4,90,No,5,5,70,,Ishaan Tripathi
8,50,Yes,6,6,48,,Krish Choudhary
7,56,Yes,8,3,49,,Ayesha Fatima
7,83,Yes,9,9,78,,Khushi Rathi
8,41,Yes,5,0,34,,Grace DCosta
1,45,No,6,0,18,,Meher Jahan
5,48,No,6,4,33,,Hannah Daniel
2,44,Yes,4,0,20,,Eliza Francis
2,59,Yes,6,2,35,,Jacob Mathew
1,68,No,7,8,46,,Manvir Sandhu
5,60,No,9,2,42,,Sana Qureshi
2,48,Yes,6,2,23,,Hina Parveen
4,67,No,7,8,51,,Harnoor Brar
3,94,No,8,4,75,,Isha Saxena
3,47,No,8,7,27,,Harleen Kaur
2,70,No,7,9,48,,Arjun Singh
6,59,Yes,4,8,45,,Lakshya Verma
2,66,No,4,5,40,,Zayan Ali
8,47,Yes,8,6,42,,Nathan Gomes
8,93,Yes,9,6,90,,Aarav Sharma
5,60,Yes,6,6,45,,Rehan Siddiqui
7,67,No,8,3,55,,Simran Kaur
4,62,No,8,1,45,,Faizan Ahmad
1,45,Yes,7,1,20,,Imran Qureshi
2,42,No,4,6,15,,Zoya Khan
4,44,Yes,9,9,28,,Navneet Dhillon
1,48,Yes,7,6,25,,Sarah Joseph
8,46,No,8,9,39,,Aarav Sharma
9,99,No,5,6,96,,Rehan Siddiqui
4,43,No,6,7,24,,Manvir Sandhu
3,78,Yes,8,2,63,,Jasleen Bajwa
2,44,Yes,7,4,19,,Sarah Joseph
5,50,No,5,5,31,,Vivaan Mehta
3,54,Yes,5,7,35,,Harleen Kaur
7,73,Yes,8,7,65,,Saanvi Patel
6,52,Yes,9,9,41,,Imran Qureshi
1,93,No,4,2,65,,Hina Parveen
8,87,No,5,3,83,,Grace DCosta
2,46,No,6,5,22,,Jacob Mathew
5,79,Yes,7,3,68,,Krish Choudhary
9,45,No,7,9,40,,Ishaan Tripathi
8,95,Yes,7,3,92,,Ayesha Fatima
2,78,Yes,8,4,54,,Sana Qureshi
9,89,Yes,7,9,90,,Nathan Gomes
5,69,No,7,6,57,,Aaron Fernandes
6,61,Yes,6,1,47,,Harnoor Brar
3,64,No,4,1,43,,Ayaan Khan
3,67,Yes,9,9,50,,Eliza Francis
8,93,No,8,8,91,,Zayan Ali
2,59,No,8,3,34,,Kirandeep Grewal
2,78,No,7,4,54,,Ananya Joshi
5,42,No,6,2,26,,Rachel Pinto
6,44,No,5,1,34,,Hannah Daniel
2,40,No,7,9,18,,Isha Saxena
5,54,No,7,7,38,,John DSouza
7,65,No,8,3,57,,Khushi Rathi
8,42,Yes,8,0,34,,Zoya Khan
7,79,Yes,7,5,68,,Ethan Paul
8,96,Yes,8,5,92,,Meher Jahan
9,80,Yes,6,1,77,,Faizan Ahmad
5,86,Yes,5,1,71,,Navneet Dhillon
5,81,No,5,7,67,,Simran Kaur
4,73,No,5,6,59,,Riya Sharma
9,91,No,7,1,91,,Arjun Singh
5,44,No,9,9,29,,Gurpreet Bedi
2,70,No,7,0,48,,Harsimran Gill
8,90,Yes,7,7,90,,Lakshya Verma
7,52,Yes,6,9,48,,Eliza Francis
8,82,No,5,1,77,,Faizan Ahmad
3,40,Yes,8,4,20,,Imran Qureshi
4,61,Yes,8,5,42,,Harsimran Gill
5,54,No,4,9,37,,Nathan Gomes
6,65,No,4,0,52,,Rachel Pinto
1,57,Yes,9,1,33,,Krish Choudhary
4,87,Yes,8,9,72,,Khushi Rathi
5,48,No,5,3,34,,Zayan Ali
7,40,Yes,7,1,33,,Grace DCosta
5,82,No,8,5,71,,Sana Qureshi
1,48,Yes,9,3,25,,Riya Sharma
7,62,Yes,9,2,55,,Hannah Daniel
8,82,No,8,5,76,,Manvir Sandhu
7,84,Yes,4,8,76,,Harleen Kaur
4,97,No,5,7,81,,Lakshya Verma
8,41,Yes,8,1,35,,Navneet Dhillon
5,53,Yes,7,2,35,,Hina Parveen
9,77,No,7,1,74,,Jacob Mathew
5,79,Yes,6,9,66,,Zoya Khan
1,57,No,7,6,31,,Gurpreet Bedi
9,55,No,8,8,54,,Saanvi Patel
5,92,Yes,8,0,79,,Ethan Paul
6,68,No,7,2,58,,Kirandeep Grewal
4,83,No,4,5,66,,Vivaan Mehta
6,50,No,5,3,36,,Jasleen Bajwa
8,45,Yes,9,9,44,,Simran Kaur
3,42,No,8,9,26,,John DSouza
5,53,No,7,0,37,,Rehan Siddiqui
2,99,Yes,9,8,82,,Ayaan Khan
